keys,es,ru,pt,de,jp,fr,pl
now that you mention it yeah what,"Ahora que lo mencionas, sí, ¿qué?","Раз уж вы об этом заговорили, да, что?","Agora que você mencionou, sim, o quê?","Jetzt, wo du es erwähnst, ja, was?",そう言われてみれば、そうだね。,"Maintenant que tu le dis, oui, quoi ?","teraz, kiedy o tym wspomniałeś, tak, co?"
haha,ja ja,хаха,haha,Haha,ははは,haha,haha
what store?,¿Qué tienda?,В каком магазине?,Qual loja?,Welches Geschäft?,どのお店ですか？,Quel magasin ?,jaki sklep?
what do you sell?,¿Qué vendes?,Что вы продаёте?,O que você vende?,Was verkaufen Sie?,何を販売していますか？,Que vendez-vous ?,co sprzedajesz?
i'll buy something,Compraré algo,Я что-нибудь куплю,Vou comprar alguma coisa,Ich werde etwas kaufen.,何か買います,Je vais acheter quelque chose,kupię coś
i'm good,estoy bien,я в порядке,estou bem,Mir geht es gut,私は大丈夫です,je vais bien,Jestem dobry
mk,mk,мк,mk,mk,mk,mk,mk
no,No,нет,não,NEIN,いいえ,Non,NIE
i'd like a painting please,"Me gustaría un cuadro, por favor.","Я бы хотел картину, пожалуйста.","Eu gostaria de uma pintura, por favor.",Ich hätte gern ein Gemälde.,絵画をお願いします,"Je voudrais un tableau, s'il vous plaît.",poproszę o obraz
are you high?,¿Estás drogado?,Ты под кайфом?,Você está drogado?,Bist du high?,君はハイになっているのか？,Tu es défoncé ?,jesteś na haju?
"ok, bye","Vale, adiós.","Окей, пока.","Ok, tchau.","Okay, tschüss.",わかった、じゃあね,"Ok, au revoir","ok, pa"
got any tips?,¿Tienes algún consejo?,Есть какие-нибудь советы?,Tem alguma dica?,Hast du irgendwelche Tipps?,何かアドバイスはありますか？,Vous avez des conseils ?,masz jakieś wskazówki?
The Elevator,El ascensor,Лифт,O elevador,Der Aufzug,エレベーター,L'ascenseur,Winda
anything else?,¿algo más?,что-нибудь еще?,algo mais?,irgendetwas anderes?,他に何か？,Autre chose?,Coś jeszcze?
alright thanks,"Vale, gracias.","Хорошо, спасибо.","Certo, obrigado.","Okay, danke.",はい、ありがとうございます,"D'accord, merci.","dobrze, dziękuję"
The Cat Battalion,El Batallón de Gatos,Кошачий батальон,O Batalhão dos Gatos,Das Katzenbataillon,猫大隊,Le Bataillon des Chats,Batalion Kotów
Pimpledump Kinkledorf Dingledale,Pimpledump Kinkledorf Dingledale,Пимпледамп Кинкледорф Динглдейл,Pimpledump Kinkledorf Dingledale,Pimpledump Kinkledorf Dingledale,ピンプルダンプ キンクルドルフ ディングルデール,Pimpledump Kinkledorf Dingledale,Pimpledump Kinkledorf Dingledale
next,próximo,следующий,próximo,nächste,次,suivant,Następny
Artillertunk,Artillertunk,Артиллертунк,Artillertunk,Artillertunk,砲兵隊,Artillertunk,Artillertunk
Soda Sola,Soda Sola,Сода Сола,Soda Sola,Soda Sola,ソーダソーラ,Soda Sola,Soda Sola
can i have your head?,¿Puedo tener tu cabeza?,Можно мне твою голову?,Posso ficar com a sua cabeça?,Darf ich deinen Kopf haben?,あなたの頭をもらってもいいですか？,Puis-je avoir ta tête ?,Czy mogę mieć twoją głowę?
how do you even earn bits?,¿Cómo se ganan bits?,Как вообще можно заработать биты?,Como é que se ganha bits?,Wie verdient man überhaupt Bits?,ビットってどうやって稼ぐの？,Comment gagne-t-on des bits ?,Jak w ogóle zarabiasz bity?
me,a mí,мне,meu,Mich,自分,moi,Ja
how do i change the difficulty,¿Cómo cambio la dificultad?,Как изменить уровень сложности?,Como faço para alterar a dificuldade?,Wie kann ich den Schwierigkeitsgrad ändern?,難易度を変更するにはどうすればいいですか？,Comment puis-je modifier la difficulté ?,jak zmienić poziom trudności
alright bye,"Vale, adiós.","ладно, пока","Tudo bem, tchau.","Okay, tschüss.",じゃあね,"D'accord, au revoir.","dobrze, pa"
you,tú,ты,você,Du,あなた,toi,Ty
why?,¿por qué?,почему?,por que?,Warum?,なぜ？,pourquoi ?,Dlaczego?
good talk,buena charla,хороший разговор,boa conversa,Gutes Gespräch,良い話だった,bonne conversation,dobra rozmowa
stats?,¿Estadísticas?,статистика?,estatísticas?,Statistiken?,統計情報？,Des statistiques ?,statystyki?
nevermind,no importa,неважно,deixa para lá,Macht nichts,どうでも,pas grave,nieważne
yup,sí,ага,sim,Jawohl,うん,ouais,tak
what do you mean,qué quieres decir,что ты имеешь в виду,o que você quer dizer,Wie meinst du das,どういう意味,que veux-tu dire,Co masz na myśli
nope,no,неа,não,Nein,いいえ,non,Nie
yessir,"sí, señor","да, сэр",Sim senhor,"Jawohl, Sir!",はい、そうです,oui Monsieur,tak jest
alr damn,maldita sea,уже черт возьми,já é demais,verdammt,ああ、くそ,déjà putain,cholera jasna
nope,no,неа,não,Nein,いいえ,non,Nie
trespass,pecado,незаконное проникновение,invasão,Hausfriedensbruch,不法侵入,intrusion,wykroczenie
"no, im not a psychopath","No, no soy un psicópata.","Нет, я не психопат.","Não, eu não sou um psicopata.","Nein, ich bin kein Psychopath.",いいえ、私はサイコパスではありません,"Non, je ne suis pas un psychopathe.","nie, nie jestem psychopatą"
no?,¿No?,нет?,não?,NEIN?,いいえ？,Non?,NIE?
you're f*cked up bro,"Estás jodido, hermano.","Ты облажался, братан.","Você tá ferrado, mano.","Du bist total durchgeknallt, Bruder.",お前はヤバいよ、兄弟,"T'es complètement défoncé, mec.","jesteś popieprzony, bracie"
what's it to you?,¿Qué te importa?,А тебе какое дело?,O que isso te importa?,Was geht dich das an?,あなたには関係ないでしょう？,Qu'est-ce que ça peut te faire ?,co cię to obchodzi?
yes,Sí,да,sim,Ja,はい,Oui,Tak
nah,no,нет,não,na,いや,non,nie
i'll buy something,Compraré algo,Я что-нибудь куплю,Vou comprar alguma coisa,Ich werde etwas kaufen.,何か買います,Je vais acheter quelque chose,kupię coś
nevermind,no importa,неважно,deixa para lá,Macht nichts,どうでも,pas grave,nieważne
,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"F1 - Freecam
F2 - Restart
F3 - Hide HUD
F11 - Fullscreen
Z - Zoom
B - Emote
H - horn","F1 - Cámara libre
F2 - Reiniciar
F3 - Ocultar HUD
F11 - Pantalla completa
Z - Zoom
B - Emote
H - Bocina","F1 - Свободная камера
F2 - Перезапуск
F3 - Скрыть HUD
F11 - Полноэкранный режим
Z - Масштабирование
B - Эмоция
H - Звуковой сигнал","F1 - Câmera livre
F2 - Reiniciar
F3 - Ocultar HUD
F11 - Tela cheia
Z - Zoom
B - Emote
H - Buzina","F1 – Freie Kamera
F2 – Neustart
F3 – HUD ausblenden
F11 – Vollbild
Z – Zoomen
B – Emote
H – Hupe","F1 - フリーカメラ
F2 - 再起動
F3 - HUD非表示
F11 - フルスクリーン
Z - ズーム
B - エモート
H - クラクション","F1 - Caméra libre
F2 - Redémarrer
F3 - Masquer l'interface
F11 - Plein écran
Z - Zoom
B - Émote
H - Klaxon","F1 – Swobodna kamera
F2 – Uruchom ponownie
F3 – Ukryj HUD
F11 – Pełny ekran
Z – Powiększenie
B – Emotikona
H – Klakson"
Translations are made with Google Translate,Las traducciones se realizan con Google Translate.,Перевод выполнен с помощью Google Translate.,As traduções foram feitas com o Google Tradutor.,Die Übersetzungen wurden mit Google Translate erstellt.,翻訳はGoogle翻訳を使用して行われています,Les traductions sont réalisées avec Google Traduction,Tłumaczenia są wykonywane za pomocą Tłumacza Google
,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Steam Is not connected!!
Achievements and cloud saves will not work,
please run the game through steam.
Press x to ignore.","¡Steam no está conectado!
Los logros y las partidas guardadas en la nube no funcionarán.
Ejecuta el juego a través de Steam.
Pulsa X para ignorar.","Steam не подключен!!
Достижения и облачные сохранения работать не будут,
пожалуйста, запустите игру через Steam.
Нажмите x, чтобы проигнорировать.","O Steam não está conectado!!
As conquistas e os salvamentos na nuvem não funcionarão.
Por favor, execute o jogo pelo Steam.
Pressione x para ignorar.","Steam ist nicht verbunden!
Errungenschaften und Cloud-Spielstände funktionieren nicht.
Bitte starte das Spiel über Steam.
Drücke x, um diese Meldung zu ignorieren.","Steamに接続されていません！
実績とクラウドセーブは機能しません。
Steam経由でゲームを起動してください。
無視するには×キーを押してください。","Steam n'est pas connecté !
Les succès et les sauvegardes dans le cloud ne fonctionneront pas.
Veuillez lancer le jeu via Steam.
Appuyez sur X pour ignorer.","Steam nie jest połączony!!
Osiągnięcia i zapisy w chmurze nie będą działać,
proszę uruchomić grę przez Steam.
Naciśnij x, aby zignorować."
,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
one of them,uno de ellos,один из них,um deles,einer von ihnen,そのうちの1人,l'un d'eux,jeden z nich
lil whisker,pequeño bigote,маленький усичок,pequeno bigode,lil whisker,小さなヒゲ,petite moustache,mały wąsik
floaty shadowy kitty,gatito sombrío y flotante,плавающая теневая кошечка,gatinho sombrio flutuante,"schwebendes, schattenhaftes Kätzchen",ふわふわとした影のような子猫,chaton flottant et ombragé,"unoszący się w powietrzu, cienisty kotek"
the flag cat,el gato de la bandera,кот-флаг,o gato da bandeira,die Flaggenkatze,旗猫,le chat drapeau,kot flagowy
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Throw one!,¡Lanza uno!,Бросьте один!,Arremesse um!,Wirf einen!,投げろ！,Lancez-en un !,Rzuć jednym!
Jump!,¡Saltar!,Прыгай!,Pular!,Springen!,ジャンプ！,Saut!,Skok!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
you lost the game,Perdiste el juego,ты проиграл игру,Você perdeu o jogo.,Du hast das Spiel verloren.,あなたはゲームに負けました,Vous avez perdu la partie,przegrałeś grę
a woodchuck would chuck as much wood as a woodchuck could chuck if a woodchuck could chuck wood,Una marmota arrojaría tanta madera como una marmota pudiera arrojar si una marmota pudiera arrojar madera.,"Сурок набросал бы столько дров, сколько смог бы набросить, если бы он мог набрасывать дрова.","Uma marmota arremessaria tanta madeira quanto uma marmota pudesse arremessar, se uma marmota pudesse arremessar madeira.","Ein Murmeltier würde so viel Holz werfen, wie es werfen könnte, wenn es Holz werfen könnte.",ウッドチャックは、ウッドチャックが投げられるだけの木を投げるだろう。,Une marmotte jetterait autant de bois qu'une marmotte pourrait en jeter si une marmotte pouvait jeter du bois,"świstak rzucałby tyle drewna, ile świstak mógłby rzucić, gdyby świstak mógł rzucić drewno"
is that from the battle pass,¿Es eso del pase de batalla?,Это из боевого пропуска?,É isso que vem do passe de batalha.,Ist das aus dem Battle Pass?,それはバトルパスからのものですか？,Est-ce que ça vient du passe de combat ?,czy to jest z przepustki bojowej
who up slappin they stick,¿Quién está arriba golpeando sus palos?,кто тут размахивает палкой,quem tá dando uns tapas no pau,Wer schlägt da oben auf den Stock?,誰が棒を叩いてるんだ,qui se lève en train de frapper avec son bâton,"kto daje klapsa, oni się przyklejają"
"when you see what we did to the lettuce, you're gonna freak the f*ck out","Cuando veas lo que le hicimos a la lechuga, te vas a volver loco.","Когда вы увидите, что мы сделали с салатом, вы просто обалдеете.","Quando você vir o que fizemos com a alface, você vai pirar pra caralho!","Wenn du siehst, was wir mit dem Salat gemacht haben, wirst du total ausflippen!",私たちがレタスに何をしたかを見たら、あなたはきっとびっくりするでしょう,"Quand tu verras ce qu'on a fait à la laitue, tu vas péter un câble !",jak zobaczysz co zrobiliśmy z sałatą to dostaniesz szału
,,,,,,,
you've hooped ,has hecho aro,ты крутил обруч,você fez um aro,Du hast einen Reifen benutzt,あなたはフープをしました,tu as fait un cerceau,grałeś w obręcze
the save data is here go nuts: ,"Los datos guardados están aquí, ¡a disfrutar!","Сохраненные данные здесь, дерзайте!","Os dados salvos estão aqui, divirta-se!","Die Speicherdaten sind da, viel Spaß damit:",セーブデータはここにあります。さあ、思いっきり楽しんでください！,"Les données de sauvegarde sont ici, lâchez-vous :","dane do zapisu są tutaj, idź na całość:"
